    SN,Loan_ID,Name,Trans_score,Urban,Gender,Age,CoapplicantIncome,Dependents,Self_Employed,Credit_History,ApplicantIncome,Loan_Status
7870,15693771,Y?an,651,Urban,Female,45,95922.9,1,1,0,84782.42,1
7871,15569867,Chinweuba,529,Semiurban,Female,29,0,2,1,0,19842.11,0
7872,15711602,Lowrie,676,Urban,Female,36,91711.59,1,1,1,95393.43,0
7873,15717736,Shen,639,Rural,Female,46,110031.09,2,1,1,133995.59,0
7874,15750441,Lavarack,782,Semiurban,Male,36,81210.72,2,0,1,108003.38,0
7875,15732791,Davide,641,Rural,Male,32,122947.92,1,1,1,99154.86,0
7876,15775104,Gomes,697,Semiurban,Female,38,182065.85,1,1,0,49503.5,0
7877,15757607,Matveyeva,623,Rural,Male,45,0,1,1,0,196533.72,1
7878,15793070,Fiorentino,494,Urban,Female,41,69974.66,2,1,0,188426.13,1
7879,15760456,Eberechukwu,731,Semiurban,Female,38,123711.73,2,1,0,171340.68,1
7880,15665385,Gibney,657,Rural,Male,44,76495.04,1,1,0,79071.89,0
7881,15612418,Virgo,744,Rural,Female,38,0,2,0,0,20940.76,0
7882,15727138,Kulikova,774,Semiurban,Male,46,0,2,1,1,34774.26,0
7883,15732061,Liu,850,Semiurban,Female,45,121874.89,1,0,0,6865.41,1
7884,15776051,Kao,551,Rural,Female,45,0,2,1,1,51143.43,0
7885,15616530,Foran,638,Semiurban,Male,36,188455.19,1,0,0,47031.4,1
7886,15632344,Jones,792,Rural,Female,42,99045.93,2,1,0,47160.01,0
7887,15744979,Fowler,666,Urban,Female,36,0,1,0,1,158666.99,0
7888,15745433,Conti,716,Urban,Female,30,205770.78,2,0,0,65464.66,0
7889,15683657,Stephenson,594,Urban,Female,31,79340.95,1,1,0,78255.86,0
7890,15718572,Willis,600,Urban,Male,57,138456.03,2,1,1,103548.25,0
7891,15665783,Ts'ui,565,Rural,Male,49,0,2,1,1,89609.26,0
7892,15652782,Chibuzo,678,Semiurban,Male,48,101099.9,2,0,1,193476.04,0
7893,15707025,Fang,648,Urban,Female,31,0,2,1,1,5199.02,0
7894,15647807,Wyckoff,642,Semiurban,Male,40,109219.83,1,1,0,52827.51,0
7895,15718281,Muir,706,Rural,Male,67,123276.69,2,1,1,86507.88,1
7896,15660571,Halpern,668,Rural,Male,43,113034.31,1,1,1,100423.88,0
7897,15727857,Flynn,635,Semiurban,Male,41,0,2,1,0,175611.5,0
7898,15639252,Shao,603,Semiurban,Male,30,129548.5,2,1,1,19282.85,0
7899,15628144,Soares,635,Semiurban,Female,72,74812.84,1,0,1,27448.33,0
7900,15683560,Gallo,642,Rural,Female,40,0,2,1,0,183963.34,0
7901,15653275,Lei,785,Semiurban,Female,54,0,2,1,0,45113.92,1
7902,15622182,Daniels,628,Semiurban,Female,28,153538.13,2,1,0,110776.01,0
7903,15613962,Kenechi,499,Rural,Female,38,0,2,0,1,183042.2,0
7904,15618437,Singleton,567,Rural,Male,34,0,2,0,1,161571.79,0
7905,15783338,Williams,449,Semiurban,Male,32,155619.36,1,1,1,166692.03,0
7906,15764491,Greece,701,Rural,Male,35,159693.9,2,1,1,71173.64,0
7907,15712960,Olisanugo,613,Semiurban,Male,37,171653.17,1,0,1,5353.12,0
7908,15688157,Padovano,683,Semiurban,Female,39,47685.47,2,1,1,86019.48,0
7909,15579287,Rossi,581,Semiurban,Male,35,0,2,0,1,86383.82,0
7910,15570931,Grant,620,Semiurban,Male,61,0,1,0,0,31641.52,1
7911,15615177,Ebelegbulam,561,Rural,Male,28,123692,1,1,1,70548.96,0
7912,15809906,Mitchell,558,Urban,Male,26,148853.29,2,1,1,24411.02,0
7913,15652169,Buckley,642,Rural,Male,35,133161.95,1,0,1,122254.86,0
7914,15649450,Repina,805,Semiurban,Male,24,143221.35,2,1,0,186035.72,0
7915,15777179,Ellis,687,Urban,Male,35,0,2,0,1,73133.82,0
7916,15803538,Douglas,695,Rural,Male,56,0,3,1,0,187734.49,1
7917,15610936,Becher,562,Urban,Male,33,0,2,1,0,111590.35,0
7918,15590094,Nwachukwu,613,Semiurban,Male,38,126265.88,2,0,0,15859.95,0
7919,15572706,Smith,589,Rural,Male,37,0,1,1,0,61324.87,0
7920,15634564,Aksyonov,593,Rural,Male,31,112713.34,1,1,1,176868.89,0
7921,15684296,Artyomova,714,Semiurban,Male,34,141173.03,1,0,1,98896.06,0
7922,15702293,Medvedeva,588,Semiurban,Female,35,0,2,1,1,108739.15,0
7923,15642099,Tsui,679,Semiurban,Male,39,0,2,1,0,12266.06,0
7924,15773273,Runyon,730,Urban,Male,38,118866.36,1,1,1,163317.5,0
7925,15613337,Gallo,833,Semiurban,Male,47,0,2,1,1,182247.77,0
7926,15800482,Bradshaw,586,Rural,Female,33,0,2,1,1,168261.4,0
7927,15732644,Evans,567,Semiurban,Female,54,92316.31,2,1,0,158590.66,1
7928,15713426,Hancock,637,Rural,Male,30,122185.53,1,1,0,102566.46,1
7929,15640789,Butler,711,Semiurban,Male,38,123345.85,1,1,0,141827.83,0
7930,15598892,Bradshaw,828,Rural,Male,30,73070.18,2,0,0,161671.15,0
7931,15606436,Bergamaschi,500,Rural,Male,38,0,2,0,0,192013.23,0
7932,15751227,Ebelegbulam,807,Rural,Male,47,95120.59,1,0,0,127875.1,0
7933,15812365,Greco,850,Urban,Male,40,102800.65,1,1,0,60811.56,0
7934,15616088,Lucas,782,Urban,Female,70,97072.42,1,0,1,131177.22,0
7935,15803886,Barber,629,Rural,Male,31,132876.55,1,1,1,130862.11,0
7936,15587311,Dobbs,582,Semiurban,Male,33,0,2,0,1,72970.93,0
7937,15617401,Thomson,468,Urban,Male,22,0,2,1,0,28123.99,0
7938,15775886,Su,670,Semiurban,Male,36,0,1,1,0,140754.19,1
7939,15807305,Watkins,805,Semiurban,Male,39,0,1,0,0,166650.32,0
7940,15761717,Ch'ien,720,Semiurban,Male,26,51962.91,2,1,0,45507.24,0
7941,15628008,Monds,781,Semiurban,Female,29,98759.89,1,0,0,112202.64,0
7942,15583755,McClemans,592,Semiurban,Male,33,156570.86,1,1,1,37140.2,0
7943,15661409,Shen,542,Rural,Female,42,0,1,1,1,178256.58,1
7944,15774250,Gallo,532,Semiurban,Male,42,159024.71,1,1,0,100982.93,1
7945,15681476,Foveaux,520,Urban,Female,39,73493.17,1,0,1,109626.13,1
7946,15654870,Longo,759,Rural,Female,45,0,2,1,1,99251.24,0
7947,15790448,Calabresi,473,Urban,Female,35,69617.36,1,1,0,143345.69,0
7948,15785326,Randall,639,Rural,Female,35,136526.26,2,1,0,59653.03,0
7949,15592854,Garcia,705,Urban,Male,25,113736.27,1,0,1,196864.61,0
7950,15617486,Sullivan,530,Urban,Male,52,106723.28,1,0,0,109960.4,1
7951,15806796,Higgins,516,Urban,Female,33,138847.9,1,1,1,127256.7,0
7952,15644699,Crawford,850,Urban,Female,40,0,2,1,0,1099.95,0
7953,15622305,Martin,746,Urban,Female,33,107868.14,2,1,1,146192.4,0
7954,15608209,Currey,622,Semiurban,Male,33,96926.12,2,1,0,48553.77,0
7955,15626898,Teng,743,Semiurban,Male,30,77599.23,1,0,0,144407.1,0
7956,15644297,Austin,732,Urban,Male,38,178787.54,1,1,1,195760.53,0
7957,15731569,Hudson,850,Semiurban,Male,81,0,2,1,1,44827.47,0
7958,15582149,Ts'ui,850,Urban,Female,34,129668.43,2,1,1,88743.99,0
7959,15802483,Hancock,686,Rural,Male,34,146178.13,2,1,1,88837.11,0
7960,15686999,Nicholas,556,Urban,Female,40,0,2,1,0,62112.7,0
7961,15772479,Napolitano,673,Semiurban,Male,37,0,2,0,0,163563.07,0
7962,15778884,Jamieson,809,Urban,Female,38,154763.21,2,1,1,174800.31,0
7963,15623630,Foster,634,Semiurban,Female,56,116251.24,1,0,1,42429.88,1
7964,15774316,Moretti,630,Rural,Male,37,0,2,1,1,82647.65,0
7965,15695097,Chiedozie,564,Rural,Female,30,100954.88,2,0,0,134175.15,0
7966,15645404,Okwukwe,625,Rural,Female,51,124620.01,2,1,0,92243.94,1
7967,15750574,Lumholtz,677,Urban,Female,34,0,2,1,1,6175.53,0
7968,15636812,Rose,583,Semiurban,Male,40,112701.04,1,0,0,29213.63,0
7969,15712068,Wan,592,Semiurban,Male,45,84692.5,1,0,1,67214.02,0
7970,15652030,De Bernales,637,Semiurban,Male,49,108204.52,1,1,0,169037.84,1
7971,15577398,Ch'eng,850,Semiurban,Male,30,86449.39,1,1,1,188809.23,0
7972,15756848,Edmondson,633,Semiurban,Male,42,0,1,0,1,79408.17,0
7973,15806929,Ch'ien,751,Semiurban,Male,36,73194.99,1,1,1,89222.66,0
7974,15656005,Millar,592,Rural,Male,31,124593.23,1,1,0,86079.67,0
7975,15722632,Dickson,716,Urban,Male,50,119655.77,1,1,1,12944.17,1
7976,15794356,Toscani,641,Rural,Male,42,121765.37,2,1,1,166516.84,0
7977,15659656,Pan,849,Rural,Male,35,110837.73,1,0,0,126419.8,0
7978,15588341,Chigozie,647,Semiurban,Male,47,99835.17,1,0,1,89103.05,0
7979,15709142,Sagese,608,Rural,Female,30,91057.37,2,1,0,132973.17,0
7980,15627042,Reilly,555,Urban,Female,26,0,2,1,0,93122.41,0
7981,15627517,Taylor,497,Urban,Male,27,149400.27,1,0,0,167522.19,0
7982,15803032,Yen,599,Rural,Male,38,89111.63,1,0,0,157239.6,0
7983,15665129,Kapustin,545,Urban,Male,33,132527.9,2,0,1,107429.71,0
7984,15628272,Singh,774,Rural,Female,36,114997.42,1,1,0,75304.09,0
7985,15678206,Yeh,464,Semiurban,Male,46,161798.53,1,1,0,182944.47,0
7986,15678427,Genovese,696,Urban,Female,27,96129.32,2,1,1,5983.7,0
7987,15678067,Boyle,667,Semiurban,Male,45,0,2,0,0,163655.01,0
7988,15793331,Blair,812,Rural,Male,32,133050.97,2,1,0,89385.92,0
7989,15699532,Okagbue,516,Rural,Male,51,120124.35,2,0,1,168773.54,0
7990,15605827,Khan,645,Rural,Male,39,0,2,0,0,96864.36,0
7991,15643635,Robertson,664,Rural,Male,32,133705.74,1,0,0,134455.84,0
7992,15787710,Tikhonov,427,Urban,Female,39,0,2,1,0,28368.37,0
7993,15614137,MacDonald,685,Urban,Female,40,0,2,1,0,103898.59,0
7994,15754494,Ah Mouy,585,Semiurban,Female,33,152805.05,1,1,0,63239.65,0
7995,15713440,Barese,519,Urban,Female,21,151701.45,3,1,1,170138.68,1
7996,15803479,Winter-Irving,708,Urban,Female,67,0,2,0,1,3837.08,0
7997,15709639,Wilson,717,Urban,Female,22,112465.06,1,1,1,92977.75,0
7998,15601719,Fiorentino,465,Urban,Male,24,156007.09,1,1,0,191368.37,0
7999,15772482,Iloerika,829,Urban,Male,28,132405.52,3,1,0,104889.2,1
8000,15591489,Davison,826,Urban,Male,26,142662.68,1,0,0,60285.3,0
8001,15629002,Hamilton,747,Semiurban,Male,36,102603.3,2,1,1,180693.61,0
8002,15798053,Nnachetam,707,Rural,Male,32,0,2,1,0,126475.79,0
8003,15753895,Blue,590,Urban,Male,37,0,2,0,0,133535.99,0
8004,15595426,Madukwe,603,Semiurban,Male,57,105000.85,2,1,1,87412.24,1
8005,15645815,Mills,615,Urban,Male,45,0,2,1,1,164886.64,0
8006,15632848,Ferrari,634,Semiurban,Female,36,69518.95,1,1,0,116238.39,0
8007,15703068,Nixon,716,Urban,Male,41,126145.54,2,1,1,138051.19,0
8008,15791513,Manfrin,647,Semiurban,Male,41,138937.35,1,1,1,101617.64,1
8009,15587210,McCartney,591,Semiurban,Female,44,113581.98,1,1,0,1985.41,0
8010,15793803,Robinson,574,Urban,Male,34,112572.39,1,0,0,165626.6,0
8011,15787756,Nkemdirim,467,Urban,Male,51,114514.71,2,1,0,177784.68,1
8012,15723437,Sal,701,Semiurban,Female,35,0,2,1,1,65765.22,0
8013,15702715,Kao,747,Urban,Female,34,0,2,1,1,50759.8,0
8014,15809872,Ikechukwu,650,Semiurban,Male,32,84906.45,1,1,0,163216.48,0
8015,15644295,Hargreaves,731,Urban,Female,39,126816.18,1,1,1,74850.93,0
8016,15778694,Sievier,638,Urban,Female,26,105249.76,2,1,1,23491.09,0
8017,15759555,Murphy,569,Urban,Male,41,0,2,1,0,134272.57,0
8018,15631406,Munro,459,Urban,Male,50,109387.9,1,1,0,155721.15,0
8019,15616676,Donnelly,632,Urban,Male,23,122478.51,1,1,0,147230.77,1
8020,15771154,North,683,Rural,Female,73,137732.23,2,1,1,133210.44,0
8021,15669491,Cruz,850,Urban,Female,46,157866.77,1,1,1,18986.12,0
8022,15697691,Sinclair,512,Urban,Female,41,0,1,1,1,100507.81,0
8023,15665180,Vasiliev,616,Semiurban,Female,31,136789.14,1,1,0,59346.4,1
8024,15752588,Vasilyeva,664,Urban,Male,36,0,2,1,1,95372.64,0
8025,15743051,Hamilton,694,Semiurban,Male,30,144684.03,1,1,1,31805.49,0
8026,15571873,Sung,655,Urban,Male,24,107065.31,1,1,1,51959.82,0
8027,15679743,Genovesi,607,Semiurban,Female,33,91301.72,1,0,1,130824.57,0
8028,15769412,Atkinson,684,Urban,Male,39,207034.96,2,0,0,157694.76,1
8029,15775124,Watterston,763,Urban,Male,37,0,2,1,1,933.38,0
8030,15732113,Butters,671,Semiurban,Male,50,0,1,0,1,2560.11,0
8031,15578141,Chien,592,Urban,Male,38,0,1,1,1,12905.89,1
8032,15595874,Gorbunova,666,Urban,Female,36,0,2,1,0,176692.87,0
8033,15755642,Bulgakov,667,Urban,Male,34,0,2,1,1,102908.63,0
8034,15576526,Steele,850,Urban,Male,36,0,2,0,1,41291.05,0
8035,15792489,Polyakova,622,Urban,Male,42,0,2,1,0,119127.06,0
8036,15733705,Bull,577,Urban,Female,30,92472.1,2,0,1,126434.61,0
8037,15807221,Weaver,555,Semiurban,Male,21,0,2,0,0,103901.35,0
8038,15573045,Earl,547,Semiurban,Male,62,127738.75,2,1,1,85153,0
8039,15756824,Giordano,613,Urban,Female,50,101242.98,2,1,0,12493.61,0
8040,15773520,Begg,672,Urban,Female,43,92599.55,2,1,1,167336.78,0
8041,15627439,Pickering,624,Urban,Female,36,0,2,0,1,186180.42,0
8042,15701439,Fanucci,698,Semiurban,Female,50,0,4,1,0,88566.9,1
8043,15785352,Chang,606,Urban,Male,37,82373.94,1,0,0,172526.9,1
8044,15616525,Sopuluchi,720,Semiurban,Male,31,141356.47,1,0,0,137985.69,0
8045,15717489,Martin,835,Urban,Male,23,0,1,1,0,19793.73,1
8046,15795737,McNaughtan,771,Semiurban,Female,47,72664,2,1,1,107874.39,0
8047,15693877,Stewart,811,Semiurban,Female,47,123365.34,2,0,0,171995.34,0
8048,15576111,Reagan,734,Urban,Male,33,121898.58,1,1,0,61829.89,0
8049,15595713,Heller,548,Urban,Male,33,0,1,1,1,31728.35,0
8050,15808868,Nwokeocha,652,Urban,Female,31,103696.97,3,0,0,155221.05,1
8051,15708193,Liu,707,Rural,Male,33,0,2,0,0,130866.95,0
8052,15697801,Sokolova,605,Semiurban,Female,56,74129.18,2,1,1,62199.78,1
8053,15770121,Bancroft,623,Semiurban,Female,34,0,1,1,0,24255.21,0
8054,15800524,Nnanna,686,Semiurban,Male,29,185379.02,1,1,0,64679.07,0
8055,15686236,Trevisani,525,Semiurban,Female,47,118087.68,1,1,0,88120.78,1
8056,15659807,Nwachinemelu,657,Urban,Male,41,109402.13,1,1,1,66463.62,0
8057,15736078,Ting,730,Semiurban,Female,33,130367.87,1,1,0,15142.1,1
8058,15620836,Lo Duca,816,Rural,Female,34,108410.87,2,1,0,102908.91,0
8059,15698184,Marshall,484,Urban,Female,50,90408.16,2,0,0,48170.57,0
8060,15717643,Band,728,Semiurban,Female,34,90425.15,2,1,1,11597.69,0
8061,15776596,Ferri,730,Semiurban,Female,39,140094.59,1,1,0,172450.04,1
8062,15814757,Carter,477,Semiurban,Male,31,0,2,0,1,184061.17,0
8063,15812607,Wilson,663,Semiurban,Female,46,95439.4,1,1,1,21038.58,1
8064,15663888,Connor,549,Rural,Male,34,204017.4,2,1,0,109538.35,0
8065,15748882,Reid,714,Semiurban,Male,29,0,2,1,0,129192.55,0
8066,15690829,Sandefur,430,Semiurban,Male,49,137115.16,1,1,0,146516.86,1
8067,15695819,Bidwill,504,Urban,Male,43,134740.19,2,1,0,181430.91,0
8068,15696834,Cone,530,Rural,Female,29,0,2,0,0,121451.21,0
8069,15797710,Saunders,619,Semiurban,Male,29,98955.87,1,0,1,131712.51,0
8070,15700654,Liardet,617,Urban,Male,44,49157.09,2,1,0,53294.17,0
8071,15583764,Wilkes,791,Urban,Male,31,130240.33,1,0,0,96546.55,0
8072,15688849,Martin,609,Rural,Male,48,108019.27,3,1,1,184524.65,1
8073,15661473,Boni,780,Semiurban,Male,51,126725.25,1,1,0,195259.31,1
8074,15601030,Patel,777,Urban,Female,34,96693.66,1,1,1,172618.52,0
8075,15789557,Howell-Price,817,Urban,Female,27,129810.6,1,1,1,59259.44,0
8076,15745250,Simpson,850,Urban,Male,58,156652.13,1,0,0,25899.21,1
8077,15590349,Rowland,732,Rural,Female,36,0,1,0,0,3749,1
8078,15741693,Barnard,693,Rural,Male,40,130661.96,1,1,1,101918.96,0
8079,15618446,Nnonso,576,Semiurban,Female,50,0,2,1,1,57802.62,0
8080,15766552,Rossi,643,Rural,Male,37,0,2,0,0,142454.77,0
8081,15668775,Pendred,757,Urban,Male,47,130747.1,1,1,0,143829.54,0
8082,15757895,Martin,569,Semiurban,Male,30,106629.49,1,0,1,44114.88,0
8083,15774551,K?,772,Semiurban,Male,36,112029.83,1,1,1,186948.35,0
8084,15684011,Miller,576,Rural,Male,29,130575.26,1,0,1,173629.78,0
8085,15736146,Afamefula,608,Rural,Male,28,96679.71,1,1,1,49133.45,0
8086,15656286,Sims,794,Rural,Male,33,0,2,0,0,178122.71,0
8087,15774847,Knight,593,Semiurban,Male,50,171740.69,1,0,0,20893.61,0
8088,15619340,Obijiaku,597,Semiurban,Male,38,0,2,1,0,41303.29,0
8089,15815656,Hopkins,541,Semiurban,Female,39,100116.67,1,1,1,199808.1,1
8090,15623357,Onio,692,Semiurban,Male,24,120596.93,1,0,1,180490.53,0
8091,15601324,Black,697,Urban,Female,48,0,2,1,1,87400.53,0
8092,15715510,Eluemuno,768,Semiurban,Male,29,95984.69,2,1,1,73686.75,0
8093,15663770,Doyle,802,Urban,Male,38,142557.11,1,1,1,172497.73,0
8094,15779267,Onyemere,584,Semiurban,Male,47,0,2,1,0,89286.29,0
8095,15597957,Rahman,614,Rural,Male,66,0,2,0,1,180082.7,0
8096,15584620,Su,850,Semiurban,Female,36,143644.16,1,1,0,22102.25,1
8097,15750772,Walker,671,Urban,Female,38,132129.72,1,0,1,76068.95,0
8098,15706557,Ferguson,626,Rural,Female,52,0,2,1,0,32159.46,1
8099,15594391,Samaniego,770,Semiurban,Female,68,183555.24,1,0,0,159557.28,1
8100,15661656,Onwumelu,633,Semiurban,Male,38,91902.56,2,1,1,107673.35,0
8101,15631217,Young,663,Urban,Male,40,156218.19,1,0,1,33607.72,0
8102,15588955,Mazzi,581,Rural,Female,43,93259.57,3,1,0,141035.65,1
8103,15758252,Toscano,561,Semiurban,Female,45,168085.38,2,0,1,115719.08,0
8104,15740223,Walton,479,Urban,Male,51,107714.74,3,1,0,86128.21,1
8105,15805413,Chiang,769,Semiurban,Female,31,117852.26,2,1,0,147668.64,0
8106,15635116,Burgos,659,Semiurban,Male,60,0,1,1,0,177480.45,1
8107,15764892,Spinelli,590,Urban,Female,51,84474.62,2,1,1,190937.09,0
8108,15795936,Lung,560,Semiurban,Male,50,0,2,1,0,84531.79,0
8109,15655232,Noble,437,Rural,Male,35,126803.34,2,1,1,161133.4,0
8110,15640133,Pai,661,Semiurban,Female,34,0,2,1,0,185555.63,0
8111,15751524,Chigozie,677,Semiurban,Female,36,68806.84,1,1,0,33075.24,0
8112,15670552,Peavy,560,Rural,Female,31,115141.18,1,1,0,39806.75,0
8113,15623966,Yermakov,578,Urban,Female,35,0,2,0,1,26389.92,0
8114,15752193,Burton,421,Rural,Male,34,90723.36,1,1,1,12162.76,0
8115,15607269,Costa,492,Urban,Female,49,151249.45,2,1,1,167237.94,0
8116,15700752,Pugliesi,545,Rural,Female,32,0,2,1,1,52067.37,0
8117,15777901,Lindell,640,Urban,Female,43,94752.49,1,1,0,184006.36,1
8118,15639117,Sorenson,624,Rural,Female,34,0,1,1,0,582.59,1
8119,15720203,Arcuri,577,Urban,Male,28,0,1,1,0,143274.41,0
8120,15586236,Banks,704,Semiurban,Male,31,132084.66,3,1,1,54474.48,1
8121,15676645,Parry,523,Urban,Male,45,0,2,1,1,121428.2,0
8122,15715988,Cockett,793,Urban,Male,35,0,2,1,1,79704.12,0
8123,15603749,Galkina,564,Urban,Female,53,45472.28,1,1,1,41055.71,1
8124,15608956,Su,711,Semiurban,Male,33,0,1,0,0,41590.4,0
8125,15733872,Marino,791,Urban,Female,33,130229.71,2,0,0,54019.93,1
8126,15666982,Spears,629,Rural,Female,38,123948.85,1,1,0,76053.07,0
8127,15602647,Cunningham,729,Rural,Male,39,127415.85,1,1,1,184977.2,1
8128,15623063,Taylor,651,Urban,Male,35,110067.71,1,1,0,127678.95,1
8129,15682928,Chiazagomekpere,695,Urban,Male,39,65521.2,1,1,1,1243.97,0
8130,15729246,Hardacre,847,Urban,Male,31,0,2,1,1,76326.67,0
8131,15588928,Maslow,704,Rural,Male,47,0,2,1,1,145338.61,0
8132,15803352,Scott,613,Rural,Male,33,155736.42,2,1,1,57751.21,0
8133,15607485,Wakelin,692,Semiurban,Female,29,0,2,0,0,138880.24,0
8134,15656249,Esposito,720,Semiurban,Female,34,118307.57,2,1,1,136120.29,0
8135,15761783,Shah,577,Rural,Male,41,0,1,1,1,167621.18,0
8136,15716605,Chukwufumnanya,710,Rural,Female,24,103099.17,2,1,0,173276.62,0
8137,15757425,Fleming,716,Urban,Female,38,0,2,1,1,99661.46,0
8138,15603096,Lori,410,Semiurban,Male,33,125789.69,1,0,0,66333.56,1
8139,15588580,Kennedy,584,Rural,Female,36,109646.83,1,1,1,70240.79,0
8140,15770539,Walters,792,Urban,Male,30,127187.86,1,1,1,113553.42,0
8141,15572022,Han,605,Semiurban,Female,36,0,1,0,1,690.84,0
8142,15571843,Lawrence,486,Rural,Male,24,0,1,1,0,98802.76,0
8143,15752502,Cooke,615,Semiurban,Male,41,130385.82,1,0,1,130661.95,0
8144,15609058,Wan,676,Urban,Male,23,107787.47,1,0,1,116378.82,0
8145,15775108,Lo Duca,571,Urban,Male,34,99325.04,2,0,1,186052.15,0
8146,15708904,Yermakova,850,Urban,Female,37,0,1,0,0,100101.06,0
8147,15600086,Combs,717,Rural,Male,48,123764.95,1,1,1,169952.82,0
8148,15814675,Chien,642,Urban,Female,39,128264.03,1,1,0,61792.76,1
8149,15572777,Meng,780,Rural,Male,47,86006.21,1,1,1,37973.13,0
8150,15585106,Calabresi,492,Semiurban,Female,38,57068.43,2,1,0,188974.81,0
8151,15738936,Stevenson,760,Urban,Male,29,103607.24,2,0,1,86334.64,0
8152,15750970,Davidson,500,Rural,Male,40,99004.24,1,1,1,152845.99,0
8153,15725772,Ch'in,654,Semiurban,Female,36,0,2,1,1,146652.11,0
8154,15692106,Rose,606,Rural,Female,25,147386.72,3,1,0,45482.04,1
8155,15791533,Ch'ien,367,Rural,Male,42,93608.28,1,1,0,168816.73,1
8156,15715715,Artyomova,799,Semiurban,Male,38,0,2,1,1,59297.34,0
8157,15785576,Mayrhofer,434,Urban,Male,71,119496.87,1,1,0,125848.88,0
8158,15798834,Yefremov,719,Rural,Female,32,0,1,0,0,76264.27,0
8159,15744127,Kosovich,641,Rural,Female,37,0,2,1,0,3939.87,0
8160,15637427,Lu,461,Semiurban,Female,25,0,2,1,1,15306.29,0
8161,15576990,Taplin,790,Urban,Female,25,152885.77,1,1,0,58214.79,0
8162,15615352,Ebelechukwu,588,Urban,Male,31,99607.37,2,0,1,35877.03,0
8163,15647333,Fleming,621,Semiurban,Male,27,137003.68,1,1,0,21254.06,0
8164,15572050,Yefimov,768,Rural,Male,48,122831.58,1,1,1,24533.89,1
8165,15581370,Andreyeva,681,Rural,Male,38,99811.44,2,1,0,23531.5,0
8166,15813503,Pickering,606,Rural,Male,37,154712.58,2,1,0,89099.18,0
8167,15769783,Allan,542,Rural,Male,37,0,1,1,1,807.06,0
8168,15793135,Wang,713,Urban,Female,24,147687.24,1,1,1,121592.5,0
8169,15599182,Reynolds,597,Rural,Female,33,0,2,1,1,4700.66,0
8170,15689517,Hales,635,Rural,Male,27,127009.83,1,1,0,161909.95,0
8171,15641366,Y?an,599,Urban,Male,61,124737.96,1,0,1,90389.61,1
8172,15588859,Rowley,496,Rural,Female,44,179356.28,2,1,0,2919.21,1
8173,15732293,Chia,759,Rural,Male,31,0,2,1,1,99086.74,0
8174,15568032,Moore,757,Urban,Male,31,127320.36,3,1,0,163170.32,0
8175,15623525,Copeland,564,Semiurban,Male,31,125175.58,1,1,1,72757.33,0
8176,15606601,Rishel,561,Semiurban,Female,22,186788.96,2,1,0,73286.8,0
8177,15800811,Wan,702,Urban,Male,40,148556.74,1,0,1,146056.29,0
8178,15610711,Eluemuno,678,Rural,Female,40,128644.46,1,0,0,167673.37,0
8179,15809654,Hsia,707,Urban,Female,46,127476.73,2,1,1,146011.55,0
8180,15576077,Kelly,610,Semiurban,Female,27,159561.93,1,0,1,103381.47,0
8181,15643378,Muir,744,Semiurban,Male,42,112419.92,1,1,1,83022.92,0
8182,15566790,McIntyre,598,Semiurban,Male,28,129991.76,2,0,1,46041.08,0
8183,15774402,Donaldson,562,Rural,Male,36,0,1,0,1,182843.24,0
8184,15694641,Wright,621,Rural,Female,59,0,2,1,1,171364.18,0
8185,15605916,Uvarova,659,Rural,Female,50,0,1,1,0,183399.12,1
8186,15812356,Doherty,722,Urban,Female,40,89175.06,2,0,1,152883.95,0
8187,15644179,Allen,606,Rural,Female,39,0,2,1,0,50560.45,1
8188,15771674,Ma,603,Rural,Female,39,162390.52,2,1,0,54702.66,0
8189,15623314,Tucker,506,Semiurban,Female,59,190353.08,1,1,0,78365.75,0
8190,15613292,Ch'eng,715,Urban,Male,21,0,2,1,0,68666.63,0
8191,15813871,Hs?,690,Semiurban,Male,47,0,2,1,0,151375.73,0
8192,15759480,H?,644,Rural,Female,40,139180.97,1,1,1,19959.67,0
8193,15587712,Chimaijem,589,Urban,Male,36,114435.47,1,1,0,26955.72,0
8194,15671165,Esomchi,592,Rural,Female,66,149950.19,1,1,1,76267.59,0
8195,15620746,Lorenzo,632,Rural,Male,42,126115.6,1,1,0,100998.5,0
8196,15706537,Pirogov,577,Urban,Female,59,111396.97,1,0,1,191070.01,0
8197,15589312,Larkin,588,Urban,Male,30,115007.08,1,0,0,176858.5,0
8198,15741180,Eddy,617,Semiurban,Male,54,102141.9,1,1,1,45325.26,0
8199,15733888,Sells,668,Semiurban,Female,36,133686.52,1,1,0,190958.48,1
8200,15798532,Crawford,810,Semiurban,Male,32,120879.73,2,0,1,78896.59,0
8201,15577359,Bezrukov,767,Semiurban,Male,47,0,1,1,0,121964.46,1
8202,15614936,Mancini,718,Semiurban,Female,49,82321.88,1,0,1,11144.4,0
8203,15747647,Iadanza,589,Urban,Female,27,0,2,1,0,144181.48,0
8204,15588566,Wilkinson,778,Rural,Male,33,116474.28,2,1,1,32757.55,0
8205,15570141,P'eng,724,Urban,Female,34,132352.69,1,1,0,80320.3,0
8206,15800793,St Clair,477,Rural,Female,39,182491.57,1,1,0,185830.72,0
8207,15572415,Preston,580,Semiurban,Male,34,0,2,1,1,160095.31,0
8208,15635125,Findlay,566,Rural,Male,63,120787.18,2,1,1,52198.84,0
8209,15636551,Nixon,711,Rural,Female,29,130181.47,2,1,0,31811.44,0
